,Pre Processing,Infrence,Post Processing,Tracking Frames,Internal Pipeline,Full Pipeline
average,0.0009545222597765921,0.021592010305865914,0.02523204447067044,0.0030500764664805314,0.05088219758798884,0.06262111825770279
max,0.0018071670000026074,0.033157791999997244,0.30073887499999863,0.012968250000000126,0.3263639999999999,0.3396128749999985
min,0.0006888749999998112,0.019780750000002456,0.001014458000000218,6.791000004113812e-06,0.02295029199999732,0.0364108750000014
