,Pre Processing,Infrence,Post Processing,Tracking Frames,Internal Pipeline,Full Pipeline
average,0.00028077512006866457,0.06509070261234984,0.0015786616586621032,0.0004191082092624163,0.06743215118867928,0.08158772412413798
max,0.0039023749999991253,0.11254287499999904,0.0028704590000003805,0.011651999999999774,0.1155038750000017,0.13019029199999999
min,0.00014199999999675583,0.056461540999999116,0.00026787499999869624,1.2083000001439359e-05,0.05878541600000098,0.0730599999999999
