,Pre Processing,Infrence,Post Processing,Tracking Frames,Internal Pipeline,Full Pipeline
average,0.0003125734982517131,0.06800625706118889,0.0016189052412586536,0.0004612497867134745,0.0704623316783214,0.08458979124561379
max,0.004566999999997989,0.21888908399999707,0.00736404100000243,0.006856667000000982,0.22577379199999825,0.1828229580000027
min,0.000137999999992644,0.057694750000003125,0.0002840000000077225,1.3750000007917151e-05,0.06012279200000137,0.07307970800000163
