,Pre Processing,Infrence,Post Processing,Tracking Frames,Internal Pipeline,Full Pipeline
average,0.0011628821515150792,0.4272636762929293,0.002366208787878863,0.0005398930505052027,0.431472582151515,0.4484148177083333
max,0.002425999999999817,0.5805413749999992,0.005386417000000421,0.005955542000000591,0.5859785829999993,0.5202023330000003
min,0.0009415839999959985,0.416273125,0.0009025840000020935,1.7790999997657764e-05,0.4204037499999984,0.4388317079999986
