,Pre Processing,Infrence,Post Processing,Tracking Frames,Internal Pipeline,Full Pipeline
average,0.00023767952689384707,0.01114587440157707,0.0010642072655588685,0.00013686285553374573,0.012606871303858147,0.016165727170237457
max,0.016000000000076398,0.047000000000025466,0.016000000000076398,0.016000000000076398,0.047000000000025466,0.06300000000010186
min,0.0,0.0,0.0,0.0,0.0,0.0
