,Pre Processing,Infrence,Post Processing,Tracking Frames,Internal Pipeline,Full Pipeline
average,0.0015913951111110717,0.05302986817777772,0.0026810698296296895,0.0003466394814815164,0.058222170303703774,0.07195154169696998
max,0.0019824590000006026,0.07735795900000042,0.009763792000001104,0.0005773339999990412,0.08527020799999896,0.09826070799999975
min,0.0012987080000002038,0.0384365829999993,0.0022920839999986953,0.00014358299999983615,0.04444916699999979,0.06630379200000114
