,Pre Processing,Infrence,Post Processing,Tracking Frames,Internal Pipeline,Full Pipeline
average,0.0010418235957778484,0.021400635904613014,0.0012844228842845782,0.0001514351727911855,0.023898928097732773,0.037242835495297874
max,0.0027095419999980663,0.027101458000000633,0.0045743750000006855,0.0004630000000034329,0.029461624999999714,0.04202945800000002
min,0.0008234999999991999,0.01953799999999717,0.0006752500000004602,6.4159999979551685e-06,0.021488583000000006,0.03428945799999639
