,Pre Processing,Infrence,Post Processing,Tracking Frames,Internal Pipeline,Full Pipeline
average,0.0012462074374991472,0.8893687135208331,0.0021694479374998834,0.00036143664583287993,0.893391605083333,0.9019732717391307
max,0.004567292000000833,1.3180054999999982,0.004271958000000353,0.007102707999997904,1.3246507090000001,1.296353332999999
min,0.0009503749999950628,0.8327907500000009,0.0008246670000033873,1.3707999997336628e-05,0.8364430829999989,0.8521934999999985
