,Pre Processing,Infrence,Post Processing,Tracking Frames,Internal Pipeline,Full Pipeline
average,0.0003341653961722719,0.07855549088995203,0.0017709321339715045,0.00041257725645930997,0.08115004242392337,0.09519699663723587
max,0.009751958000000727,0.16357116700000063,0.0066909170000002405,0.012152457999988542,0.1657223330000015,0.1797900840000004
min,0.00014916599999992286,0.04034899999999997,0.0003345840000008593,1.562500000318323e-05,0.04193049999999943,0.08146420799999987
